Company_ID,Recency_Days,Purchase_Frequency,Total_Revenue,Avg_Transaction_Value,Std_Transaction_Value,Min_Transaction_Value,Max_Transaction_Value,Customer_Tenure_Days,Purchase_Rate,Avg_Days_Between_Purchases,Num_Unique_Products,Product_Concentration,Total_Items_Purchased,Avg_Items_Per_Transaction,Preferred_Quarter,Weekend_Purchase_Rate,Spending_Consistency,Price_Range,Company_Profit,City,Spend_to_Profit_Ratio,Will_Purchase_Next
1,-0.13955902101275486,-1.4002607802552554,-1.7184307038972133,-1.4328542348053916,-0.8895913534258847,0.28416714273616833,-0.7742372160879265,1.0836167492441124,-1.7246417245492436,2.008806514697512,0.7447835223751497,-0.7280905498402894,-1.3689993902194877,-0.42924753724907144,3,-1.0067394415799311,0.27103945458504897,-0.7980311579731568,0.18141258929850046,Pasig,-0.9454576046454803,1
2,-0.6101182561278075,-0.11071829425274095,-0.24901007585378257,-0.31412869066074495,0.6733480490269489,0.027131536241141632,1.373302560225574,-0.1450510609224396,-0.05872021362981407,-0.08132265092511877,0.7447835223751497,-0.7280905498402894,-0.7141907721543633,-1.5490858033439452,4,-0.8681570515578484,1.0590745401635293,1.363565049450197,0.1739357867682661,Taguig,-0.4784924351557345,0
3,-0.7549057130862852,-0.22794942934387863,-0.17651068576211787,0.047635454415825895,0.4344037845514921,-1.0010108897389651,-0.3320966739057352,-0.10117006770220562,-0.19088879607389272,0.04794910545412498,-0.5695403406398208,0.5106268317405412,-0.02086400008540801,0.47839743750483615,2,-0.18530350072322857,0.4332464276078911,-0.23249726649611654,1.3605043483164596,Pasig,-0.9724107237910292,1
4,0.2948033498626783,1.1788241917497735,0.750285641182874,-0.38247247927527633,0.005813021472668276,-1.0010108897389651,-0.6479113468930147,-0.35348577871855114,1.292577151139972,-1.1707547862193386,-1.8838642036547915,1.9041838860189753,0.7880172339950399,-0.5044929840892696,3,1.2742517887835476,0.33804619233093136,-0.546682761761139,-0.056585840716538646,Taguig,0.008593240338340184,0
5,-0.46533079916932973,-1.0485673749818423,-1.2262570093058607,-0.8598004597299935,-1.6354295761491657,1.1837917654687617,-1.5321924312573971,2.191611828055021,-1.766133511605152,2.077717283575604,-0.5695403406398208,0.5106268317405412,-1.1667790816993757,-0.7103482258896027,3,0.8187685869836927,-1.2089926565365166,-1.6400482852834168,-0.26223726189024804,Makati,-0.5369186245459192,1
7,1.3445124128116417,-0.6968739697084293,-0.04048090229115939,1.2623958942294198,1.1153564752414156,-0.6154574799964251,-0.14260787011336756,-0.36445602702360963,-0.5285063067203927,0.40146474106402125,0.7447835223751497,-0.7280905498402894,-0.41567507862467423,0.5512067077119548,1,0.17240554938382832,0.11682564635681443,-0.08168822876890582,-1.5516315340252962,Pasig,1.9072459060883977,0
9,-0.7911025773259046,0.47543738120294743,0.4737415758847716,0.18318885903698523,0.4388984425075529,-0.6154574799964251,1.373302560225574,-0.1999023024477321,0.5312348209212069,-0.6040730711345653,0.7447835223751497,-0.7280905498402894,0.547278771471097,0.32862196643863334,1,0.1915906368463182,0.31408265736184365,1.4264021485032015,0.7852627725955863,pasig,-0.5904077878355208,0
10,-0.573921391888188,0.8271307864763604,0.10339675330312363,-1.0750893512880488,-0.7100143669265795,0.15564933948865498,-0.14260787011336756,1.2262299772098728,0.19607666357922862,-0.31701182523480465,0.7447835223751497,-0.7280905498402894,0.16209723143278854,-1.2443652051622416,2,-0.576353286652194,0.13817994062438574,-0.1570927476325112,-0.4285764423918304,Mandaluyong,0.0988412669129905,0
11,0.47578767106077546,-1.2830296451641177,-1.1137708422048758,-0.11650786179083708,1.254997008007756,-0.8724930864914517,0.11004386827645603,-0.5948312414298381,-1.0074437167204364,0.9696494826066806,0.7447835223751497,-0.7280905498402894,-1.1090018506936294,0.05469758672795641,4,0.3385556464646314,1.5381394433860927,0.19479500706431385,0.8401975953966767,Quezon City,-1.0295211016840153,0
12,0.07762216442496171,-0.11071829425274095,-0.26956402665296586,-0.3580093058462844,-1.1640838535648919,-1.0010108897389651,0.11004386827645603,-0.21087255075279063,-0.02866492863899974,-0.1100668788827281,0.7447835223751497,-0.7280905498402894,-0.0112344615844503,0.23550951911455162,1,1.233675863777081,-1.0667827948214623,0.20736242687491477,0.6130995564388739,Mandaluyong,-0.7123042324881653,0
