PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,Transaction_ID,Company_ID,Product_ID,Total_Cost
3.733473342481163,-0.06530125826837932,-2.828872991619627,-2.0126383898298377,2.8842181433038694,1.0016939904430402,0.49611738813700607,-0.8631365724402505,1.146488632802819,-1.260719732132813,1.0390346710096001,-1.5469412504435704,-0.16209172431459992,-1.0343732448668417,1.1045047793295037,-0.9016294848788383,0.008514069334389116,1.2566000822805854,0.8978086270710088,-0.006234294234540512,0.9022151770053602,0.9374427364999671,-0.7486575381531494,0.23890887231288827,1,88,6,1075200.0
-1.5807879257880655,-0.681788632004971,1.9429145479458316,0.17327346727136061,0.8307521590552308,3.7511255304376707,2.258687567369087,-0.9838498995928697,1.8424169245101256,-0.4629919505123429,0.15508462942278423,0.15988632113442264,1.4185135875223598,-0.5714159650909081,-1.7779303261465254,-0.14823812101028933,1.1236432242956391,2.796023469581742,0.022624154834082463,-0.08506405729226499,0.49458452566524724,-1.6396011621354165,-0.28092407296581445,0.22080858926791688,2,29,19,1428000.0
-3.2995249012691,2.0426072972790537,0.7088892402140881,1.2330817106166903,0.8031969662234582,-2.4093448528427723,-1.7316276868713796,1.1220901679555448,0.4355401350908787,-0.9738769238776868,2.2695733883126503,-1.2584836324277042,0.14228665475344576,-0.7365898514821104,-0.6847917452925047,0.6433673805266424,-0.6199257271062317,0.21795787289140525,-1.188524067003185,0.7919679797411339,0.01583798269327474,0.12023960034953476,-0.30967688352335987,0.07186105387797205,4,85,12,1008000.0
-2.608529988714602,-5.748549880092225,0.18505194547183834,-0.2012403216077039,2.104937951051106,1.3515586713069774,2.450276458588389,-1.6706570436161363,-2.259514329880215,0.880665850930828,0.5330484370726005,-0.3764975905343059,-0.9685315172434563,-0.766692219281479,-1.089428420121971,0.1342942093527836,-0.4996894200588136,0.06043285235060117,-1.3172696987506203,-0.5667289564971483,0.3791242613554611,1.3778895270214617,-1.3110362317829647,-0.8863974277319645,5,47,3,705600.0
2.046912660678359,1.459583199315082,-3.970946671810264,0.8665105205709258,1.1290658421911677,-0.7735644258316762,-0.18822343079933593,1.1295470066696303,-1.6418110743084329,-1.2185146711103028,-0.7270567190003362,-2.2391561766382835,0.7439206872641769,-1.5059687597418308,-1.1750905571482508,-1.2014561345564188,-0.1250901920942412,-1.5792148851892103,0.14675964616705334,0.39077663580379257,-0.1891983485917342,-0.7352619454787631,1.2245475832916095,0.909577163701839,6,80,11,627200.0
5.052951102724948,0.7858441796845977,-2.5600166523405723,2.674810968448346,-1.069519036779899,0.1278808162033218,-0.06626871463903314,0.9186387030947728,0.9572382213346446,-0.5505076466580336,2.252911113929787,0.3624960407923508,0.44978036275625366,-0.9369664780660981,0.9650687582736309,-0.8328557882210151,0.9659893176502079,-0.6585481883608416,0.2624678504689622,-0.9076733143026141,0.46462540680834946,-0.15509120634910667,-0.4085467945573372,-0.8077242371796806,8,21,20,1792000.0
-1.2062830443460237,-1.1155555348974069,1.1248409256469913,-2.8436905596734277,0.8098444562320684,-1.2976811793167444,-2.769034837804269,-0.3612705977599281,0.6946920100301041,0.409001110226324,1.1083224057911663,-4.375193445505739,-1.703189382467243,1.640872430561634,1.1243495590340846,-0.9778422405989184,-0.4419515892559264,0.01477942455241054,1.7672747158763424,0.6389142406361259,0.16582738544459188,-1.1746618936842554,0.5767693909380537,-0.8008821670319449,9,96,1,1344000.0
4.226762640594978,-1.0932030403275386,-3.0290712608489834,-1.9491412834364246,-1.7912442882691682,-1.5573325317468198,2.862810924110475,0.12950085182028953,-1.5173811148109073,-2.443810856229112,-0.16562711902609223,0.7598125225516694,0.41975252314458034,-1.0869949009113131,0.6205843034455021,-1.5615053758287925,0.9077127200929797,1.7777332450679428,-0.10899347482138175,-0.8219762731236494,0.7713697511761011,-1.3648190818168033,0.08332348341042713,-1.017018622138274,10,3,20,1120000.0
-2.611303380411603,4.0419267022822085,1.9290964219040705,-1.9249479423595273,0.16885907003398923,-0.5941250895080067,-0.6325371137158401,0.5492210113399009,0.6982875105253168,0.3399746246529806,-1.1963101000352452,-0.46939718697118904,-0.10032616199200922,-0.7388884830228721,0.8830161685925934,-0.24124601427204756,0.17952001211868476,0.6065578881368644,-1.39110700801201,-0.6672065352220282,-0.037111147644599114,-0.11009040350674425,0.9021192436616571,0.12914411303082934,15,66,12,1428000.0
-1.6061068801304812,-1.4073818055560183,-2.6401367780991456,0.4689332419394548,-2.830170313791929,-0.7488506438304705,1.0899052919898728,1.1634641895345788,1.7919100620023665,0.30780640394701975,-2.5618708350055686,-0.5008114708219583,-1.405300087557383,-1.3855675981360045,0.6390140950468589,0.39975136742298967,1.8567124687740728,0.7256674145679063,-0.6102560770508233,0.44303863448162706,-0.20228314511186132,0.49213663796340934,-0.21566831919843743,-0.5220707565426025,16,43,7,302400.0
