Transaction_ID,Company_ID,Product_ID,CustomerProductAffinity,PricePerUnit,RelativePurchaseSize,Product_Price_prod,Product_TotalQuantitySold,Product_AvgQuantity,Product_StdRevenue,Product_StdQuantity,Product_AvgRevenue,Product_TotalRevenue,Product_TotalSales,Product_PopularityRank,Product_MarketShare,Quantity,Product_UniqueCustomers,RelativeQuantity,IsHighValueTransaction,Product_Price_trans,IsBulkPurchase,DiscountAmount,ProductPenetrationRate,Customer_MaxSpending,Customer_MinSpending,CustomerProduct_Count,Season_Encoded,Day,DiscountPercentage,Customer_LastPurchaseDay,Customer_TotalQuantity,DayOfWeek,Total_Cost
1,88,6,-0.8318129114866888,-0.39598390436672487,-0.45895197930565584,1.0797435776982627,2.226147425344412,-0.020018586557688647,0.945832023751648,-0.7936435529101129,1.0259055078450268,1.4901580074893814,2.725580033196457,-1.6232214625828136,2.7255800331964584,-0.11742328408975915,0.5314206037149306,-0.23069770460721117,0,1.5275011610855809,0,-1.0550546953182118,0.8820115151556261,-0.39557441522583714,-0.34346835972345724,0.7497951702270024,0,1.1586890567092583,-0.5680171894856562,0.49697605383446136,0.1272357155142364,-1.0148524035516526,-0.4256574362886281
2,29,19,0.789872792256743,-0.5828690776958885,-0.2697861465433781,-1.0188560531724844,-0.28199664737704266,-0.5580326260870329,-0.9148164256017187,1.1586926304999108,-1.0474843992174476,-0.9751280565414411,0.0004683932004112511,-0.5311883370848014,0.00046839320041150613,0.9982577178169666,1.1687747724251887,0.6605922224294836,0,-0.9606707078750097,1,-0.23377246079261507,-0.31260277524038943,1.3615373296409192,-0.9784940737412128,-0.8453931404924144,1,-0.7868384849745698,-0.5680171894856562,0.809944016153218,-1.0948758093847721,-1.0148524035516526,-0.021988813384058895
4,85,12,0.16197668510936097,-0.636571713710016,-0.466677134152559,-1.298669337288584,-0.8372346482085097,-0.15106676956874615,-1.220506601590038,0.09860480005139846,-1.2592536856909304,-1.2653479650269241,-0.9285469386164226,1.37986963253672,-0.9285469386164223,0.2544703832124828,-1.3806419024158436,0.3014672735775449,0,-0.11899859197170679,0,-3.1252089064271376,0.7299696963779517,-0.20033977690730867,0.6725727827049517,1.2815246071334747,1,-1.1301668746834805,-0.5680171894856562,-0.6853473593697302,0.9973791212423304,-0.5138841968773343,-0.5025466977942603
5,47,3,-0.6803265232637139,-0.593609604898714,-0.6996453802055058,-0.8789494111144346,-0.253277440437484,-1.4679608803193738,-0.8737396290041021,0.4911325267539307,-0.8943606882064152,-0.7603977596963412,0.6198119477449672,-0.8041966184593045,0.6198119477449663,-0.48931695139200104,-2.0179960711261016,-0.45102503462426824,0,-0.9182427629652264,0,0.02718846233159453,1.7182415184328366,-0.7209654790900514,-0.5974786453305594,0.2180657333205301,1,-1.1301668746834805,-0.3643637486664443,0.8447182341886353,-2.5907403158611584,-1.0148524035516526,-0.8485483745696054
6,80,11,-1.2393058566615682,0.10810483901921836,-0.9557027571592114,0.5201170094660634,1.9389553559488253,1.628800892030699,0.5085173301501084,-0.10384221157254062,0.6295389618273228,0.8074693456980909,1.3010898577439787,-1.3502131812083105,1.3010898577439756,-1.233104285996485,0.5314206037149306,-1.261130606456287,0,0.6575796938214098,0,-0.3081731564016176,0.20455936060193652,0.05997307418406267,0.926583068312054,0.7497951702270024,1,-0.44351009526565893,-0.5680171894856562,0.14923387348028738,1.652430898588199,-1.5158206102259708,-0.9382525129928431
8,21,20,-0.47832878310876364,1.1228289328480652,0.29453459241239344,2.198996714162661,1.1060983547016248,1.0540623805365124,2.4520185345283796,0.9315178195672061,2.2522631981209464,2.2262879084163703,0.6817463031994228,-1.0772048998338075,0.6817463031994241,-0.675263785043122,0.5314206037149306,-0.6723885121157246,0,2.426273073651104,0,-0.3978519595421035,0.3847936753691767,0.8409116274581767,-0.8514889309376616,0.7497951702270024,1,1.730903039557443,-0.5680171894856562,-0.12895987080305182,0.8213950616568733,-1.0148524035516526,0.3944946864381157
9,96,1,-0.10774994763666387,-0.5138228313920103,-0.03815897467865241,0.10039708329191405,-1.2584496833220364,-1.8315072466619464,-0.14813724329588276,-2.0463496578691864,-0.06110858836035265,-0.14053344477916999,-0.43307209498077787,0.5608447884132107,-0.43307209498077653,0.6263640505147247,-0.10593356499532748,0.6836696799816055,0,0.2473937047959428,0,-0.36755832973619035,1.7942624278216743,-1.7622168834555367,1.4346036395262582,1.813254044039947,0,1.0442462601396214,-0.5680171894856562,-0.9983153216884868,-0.12696348166475735,1.4899886298199387,-0.11810039026609918
10,3,20,-1.034074941518368,0.41361316834403233,-0.3670757824460878,2.198996714162661,1.1060983547016248,1.0540623805365124,2.4520185345283796,0.9315178195672061,2.2522631981209464,2.2262879084163703,0.6817463031994228,-1.0772048998338075,0.6817463031994241,-0.861210618694243,0.5314206037149306,-0.8817596625380334,0,2.660413610362412,0,-0.9966459696731765,-1.3479351602502694,-0.39557441522583714,-0.9784940737412128,-1.3771225773988867,0,1.502017446418169,-0.5680171894856562,1.7836221211449053,-0.18562483485990977,-1.5158206102259708,-0.37439792861820664
15,66,12,1.046266361766473,-0.636571713710016,-0.09225783791401358,-1.298669337288584,-0.8372346482085097,-0.15106676956874615,-1.220506601590038,0.09860480005139846,-1.2592536856909304,-1.2653479650269241,-0.9285469386164226,1.37986963253672,-0.9285469386164223,1.1842045514680875,-1.3806419024158436,1.0283445936788873,0,-1.4392361632449968,1,0.2511835830253764,-0.6617977216638402,0.8409116274581767,1.4346036395262582,-0.3136637035859422,0,0.7009178704307105,0.35401549303759133,0.3926533997282092,1.6915384673849672,-0.5138841968773343,-0.021988813384058895
16,43,7,-1.5794006597125334,1.597457944477687,-1.3114428081169625,0.38021036740801367,-0.9042461310674799,-0.49991859785798487,0.4104030932079116,-0.058826952202130973,0.2659862486898246,0.0881363660312385,-0.8046782277075114,1.1068613511622167,-0.8046782277075101,-1.7909447869498476,-0.7432877337055855,-1.7996507741887335,0,-0.11899859197170679,0,1.308391413629814,-1.8676261227389315,0.05997307418406267,0.926583068312054,-1.908852014305359,1,0.9298034635699843,1.7210856969899777,0.288330745621957,-0.5669236306284005,-1.5158206102259708,-1.3098839436033989
